Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Crystallization_Method_Clean,Component_1_Name_Clean,Component_1_Conc_Normalized,Conc_Unit,Combined_Text,Method_Encoded,Component_Encoded,Temp (K)_scaled,pH_scaled,Matthews Coefficient_scaled,Percent Solvent Content_scaled
7H3R,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.49,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5797859637357874
7H3S,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.54,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5864906658582338
7H3T,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.6,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5945363084051705
7H3U,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.16,43.1,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,-0.2627584119366357,-0.14298092506398855
7H3V,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.36,47.97,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.3611797071174773,0.5100570616623392
7H3W,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.41,48.94,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.5171642368810065,0.6401282828378089
7H3X,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.17,43.34,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,-0.23156150598393063,-0.11079835487624315
7H3Y,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.5,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5811269041602765
7H3Z,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.36,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.42357351902288876,0.5623537382174251
7H40,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.37,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.42357351902288876,0.5636946786419141
7H42,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.59,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5931953679806814
7H43,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.48,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5784450233112973
7H44,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.5,50.83,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.7979363904553574,0.8935660230663017
7H45,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.59,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.5931953679806814
7H47,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.39,48.45,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.45477042497559517,0.57442220203783
7H48,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.36,47.92,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.3611797071174773,0.5033523595398927
7H4A,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.08,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5248074063317223
7H4B,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.36,47.82,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.3611797071174773,0.48994295529499865
7H4C,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.15,42.81,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,-0.2939553178893421,-0.18186819737418045
7H4F,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.14,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5328530488786589
7H4H,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.36,47.9,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.3611797071174773,0.5006704786909135
7H4K,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.21,44.24,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,-0.10677388217310776,0.009886283327800864
7H4M,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.12,41.95,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,-0.38754603574745855,-0.29718907388026705
7H4P,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.13,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5315121084541697
7H4R,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.14,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5328530488786589
7H4S,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.28,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.42357351902288876,0.5516262148215103
7H50,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.14,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5328530488786589
7H51,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.4,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.42357351902288876,0.5677174999153825
7H52,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.06,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.522125525482744
7H53,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.22,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.42357351902288876,0.5435805722745737
7H54,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.16,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.535534929727637
7H55,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.37,48.17,MES,0.1 M,6.05,"VAPOR DIFFUSION, SITTING DROP",MES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MES",13,1135,0.3102137726278073,-0.5105556434925936,0.39237661307018373,0.5368758701521271
8I0J,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.21,44.26,PACT G10 20% W/V PEG3350;100MM BIS-TRIS PROPANE,,7.5,"VAPOR DIFFUSION, HANGING DROP",PACT G10 20% W V PEG3350;100MM BIS-TRIS PROPANE,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] PACT G10 20% W V PEG3350;100MM BIS-TRIS PROPANE",12,1390,-0.022601843729474984,0.47847817509482904,-0.10677388217310776,0.01256816417677909
8I12,"VAPOR DIFFUSION, HANGING DROP",291.0,6.5,2.02,39.0,JCSG4-60 0.1 M HEPES,,6.5,"VAPOR DIFFUSION, HANGING DROP",JCSG4-60 0.1 M HEPES,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] JCSG4-60 0.1 M HEPES",12,1007,-0.04756301495626737,-0.20361411358615206,-0.6995150952745157,-0.6927664991046345
8J3Y,"VAPOR DIFFUSION, SITTING DROP",283.0,7.4,2.39,48.62,MAGNESIUM CHLORIDE,0.2 M,7.4,"VAPOR DIFFUSION, SITTING DROP",MAGNESIUM CHLORIDE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MAGNESIUM CHLORIDE",13,1090,-1.3788254803853965,0.41026894622673116,0.45477042497559517,0.5972181892541487
8J5H,"VAPOR DIFFUSION, SITTING DROP",293.0,7.139999999999999,2.08,40.97,CITRATE,0.03 M,7.139999999999999,"VAPOR DIFFUSION, SITTING DROP",CITRATE,-1.5228787452803376,M,"VAPOR DIFFUSION, SITTING DROP [SEP] CITRATE",13,722,0.28525260140101494,0.23292495116967502,-0.5123336595582814,-0.4286012354802268
8OKG,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.85,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5123336595582814,-0.444692520574099
8TN6,"VAPOR DIFFUSION, HANGING DROP",298.0,5.84,2.5,50.73,AMMONIUM SULFATE,2M,5.84,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.6537950241155996,0.7979363904553574,0.8801566188214078
8TNB,"VAPOR DIFFUSION, HANGING DROP",298.0,5.9399999999999995,2.44,49.62,AMMONIUM SULFATE,2M,5.9399999999999995,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.5855857952475018,0.610754954739123,0.7313122317030867
8TNC,"VAPOR DIFFUSION, HANGING DROP",298.0,6.34,2.5,50.88,AMMONIUM SULFATE,2M,6.34,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.3127488797751091,0.7979363904553574,0.9002707251887493
8TND,"VAPOR DIFFUSION, HANGING DROP",298.0,6.74,2.47,50.28,AMMONIUM SULFATE,2M,6.74,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.03991196430271645,0.7043456725972409,0.8198142997193862
8YLA,"VAPOR DIFFUSION, HANGING DROP",289.0,6.5,2.05,40.02,MAGNESIUM FORMATE AND 20% W/V PEG3350,200 mM,6.5,"VAPOR DIFFUSION, HANGING DROP",MAGNESIUM FORMATE AND 20% W V PEG3350,-0.6989700043360187,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] MAGNESIUM FORMATE AND 20% W V PEG3350",12,1107,-0.3803786313135497,-0.20361411358615206,-0.6059243774163993,-0.5559905758067173
8YTS,"VAPOR DIFFUSION, HANGING DROP",288.0,3.5,2.3739999999999997,46.186,CITRIC ACID,0.1 M,3.5,"VAPOR DIFFUSION, HANGING DROP",CITRIC ACID,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] CITRIC ACID",12,728,-0.5467864394921909,-2.2498909796290953,0.4048553754512646,0.2708332899334339
8YU5,"VAPOR DIFFUSION, HANGING DROP",288.0,4.720000000000001,2.2,44.03,HEPES,0.1M,4.720000000000001,"VAPOR DIFFUSION, HANGING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] HEPES",12,923,-0.5467864394921909,-1.417738387438298,-0.1379707881258128,-0.01827346558647623
9ART,"VAPOR DIFFUSION, SITTING DROP",298.0,6.14,2.05,40.04,HEPES,0.1 M,7.5,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,1.1172916422942207,-0.44916733751130544,-0.6059243774163993,-0.5533086949577392
8FKC,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.19,43.93,AMMONIUM SULFATE,0.2M,6.5,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM SULFATE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM SULFATE",13,530,0.28525260140101494,-0.20361411358615206,-0.1691676940785192,-0.031682869831370225
8G90,"VAPOR DIFFUSION, HANGING DROP",294.0,7.0,1.86,33.77,BIS-TRIS,0.1 M,6.5,"VAPOR DIFFUSION, HANGING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] BIS-TRIS",12,629,0.4516604095796561,0.1374320307543385,-1.1986655905178065,-1.3940783411125799
8G91,"VAPOR DIFFUSION, HANGING DROP",294.0,6.6,2.38,48.27,AMMONIUM ACETATE,0.1 M,6.6,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM ACETATE",12,482,0.4516604095796561,-0.13540488471805417,0.42357351902288876,0.5502852743970211
8GC6,"VAPOR DIFFUSION, SITTING DROP",298.0,7.42,2.25,45.4,SODIUM/POTASSIUM PHOSPHATE,1 M,7.42,"VAPOR DIFFUSION, SITTING DROP",SODIUM POTASSIUM PHOSPHATE,0.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM POTASSIUM PHOSPHATE",13,2122,1.1172916422942207,0.4239107920003505,0.018013741637715106,0.1654353725685685
8GF3,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.5,50.86,SODIUM FORMATE,4 M,8.0,"VAPOR DIFFUSION, SITTING DROP",SODIUM FORMATE,0.6020599913279624,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM FORMATE",13,2080,0.28525260140101494,0.8195243194353196,0.7979363904553574,0.89758884433977
8JOR,"VAPOR DIFFUSION, HANGING DROP",293.0,6.76,2.3,46.56,PEG 3350,21%,6.76,"VAPOR DIFFUSION, HANGING DROP",PEG 3350,0.3222192947339193,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 3350",12,1441,0.28525260140101494,-0.02627011852909712,0.173998271401243,0.32098446180933704
8K4I,"VAPOR DIFFUSION, HANGING DROP",291.15,7.359999999999999,2.1,41.53,PEG3350,20%,7.359999999999999,"VAPOR DIFFUSION, HANGING DROP",PEG3350,0.3010299956639812,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG3350",12,1578,-0.022601843729474984,0.3829852546794913,-0.44993984765287,-0.3535085717088212
8QJZ,VAPOR DIFFUSION,293.0,7.5,2.97,58.57,"MORPHEUS III (G7)
1.2 % CHOLIC ACID DERIVATIVES MIX 
0.1 M BUFFER SYSTEM 2 7.5 
50 % PRECIPITANT MIX 3",,7.5,VAPOR DIFFUSION,MORPHEUS III (G7) 1.2 % CHOLIC ACID DERIVATIVES MIX 0.1 M BUFFER SYSTEM 2 7.5 50 % PRECIPITANT MIX 3,-0.6989700043360187,UNKNOWN,VAPOR DIFFUSION [SEP] MORPHEUS III (G7) 1.2 % CHOLIC ACID DERIVATIVES MIX 0.1 M BUFFER SYSTEM 2 7.5 50 % PRECIPITANT MIX 3,11,1237,0.28525260140101494,0.47847817509482904,2.2641909702325256,1.9314539116210823
8RHR,"VAPOR DIFFUSION, SITTING DROP",291.2,7.140000000000001,2.54,51.54,1 UL OF PROTEIN SOLUTION (10 UG/UL) WAS MIXED WITH 1 UL RESERVOIR SOLUTION (0.17 M AMMONIUM SULFATE,,7.140000000000001,"VAPOR DIFFUSION, SITTING DROP",1 UL OF PROTEIN SOLUTION (10 UG UL) WAS MIXED WITH 1 UL RESERVOIR SOLUTION (0.17 M AMMONIUM SULFATE,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] 1 UL OF PROTEIN SOLUTION (10 UG UL) WAS MIXED WITH 1 UL RESERVOIR SOLUTION (0.17 M AMMONIUM SULFATE",13,113,-0.014281453320541034,0.23292495116967624,0.9227240142661802,0.9887727932050479
8RUE,"VAPOR DIFFUSION, HANGING DROP",292.0,9.0,2.56,52.01,PEG 3350,22%,9.0,"VAPOR DIFFUSION, HANGING DROP",PEG 3350,0.3424226808222063,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 3350",12,1441,0.11884479322237378,1.5016166081163007,0.9851178261715916,1.0517969931560487
8T41,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.43,49.45,PEG3350,25%,8.5,"VAPOR DIFFUSION, SITTING DROP",PEG3350,0.3979400086720376,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350",13,1578,0.28525260140101494,1.16057046377581,0.579558048786418,0.708516244486768
8VAW,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.19,43.78,SODIUM CHLORIDE,2.5 M,7.5,"VAPOR DIFFUSION, SITTING DROP",SODIUM CHLORIDE,0.3979400086720376,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM CHLORIDE",13,2038,0.28525260140101494,0.47847817509482904,-0.1691676940785192,-0.05179697619871073
8VAX,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.2,44.06,W/V 1,35%,8.5,"VAPOR DIFFUSION, SITTING DROP",W V 1,0.5440680443502757,%,"VAPOR DIFFUSION, SITTING DROP [SEP] W V 1",13,2313,0.28525260140101494,1.16057046377581,-0.1379707881258128,-0.014250644313007939
9BCB,"VAPOR DIFFUSION, SITTING DROP",293.0,5.0,2.07,40.72,SODIUM MALONATE,0.2 M,5.0,"VAPOR DIFFUSION, SITTING DROP",SODIUM MALONATE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM MALONATE",13,2101,0.28525260140101494,-1.2267525466076237,-0.5435305655109878,-0.4621247460924613
8IZC,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.54,51.48,SODIUM SULPHATE,0.2 M,6.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM SULPHATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM SULPHATE",12,2128,0.28525260140101494,-0.5446602579266426,0.9227240142661802,0.9807271506581113
8OKE,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.61,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5435305655109878,-0.4768750907618444
8OKJ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.04,39.57,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.6371212833691042,-0.6163328949087398
8OKO,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.06,40.39,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5747274714636929,-0.5063757801006106
8OKP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.6,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5435305655109878,-0.47821603118633355
8OKQ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.09,41.06,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.4811367536055764,-0.41653277165982194
8OKY,"VAPOR DIFFUSION, HANGING DROP",293.0,8.2,1.92,36.0,TRIS/HCL,0.3 M,8.2,"VAPOR DIFFUSION, HANGING DROP",TRIS HCL,-0.5228787452803376,M,"VAPOR DIFFUSION, HANGING DROP [SEP] TRIS HCL",12,2245,0.28525260140101494,0.9559427771715153,-1.011484154801573,-1.0950486264514485
8OLA,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.06,40.41,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5747274714636929,-0.5036938992516324
8OLF,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.06,40.28,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5747274714636929,-0.5211261247699938
8OLH,"VAPOR DIFFUSION, HANGING DROP",291.0,7.1,1.93,36.13,1:1 RATIO OF 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,,7.1,"VAPOR DIFFUSION, HANGING DROP",1:1 RATIO OF 15 MG ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 1:1 RATIO OF 15 MG ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000",12,248,-0.04756301495626737,0.20564125962243635,-0.9802872488488672,-1.0776164009330862
8OLI,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.47,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5435305655109878,-0.4956482567046958
8OLK,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.85,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5123336595582814,-0.444692520574099
8OLP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,1.91,35.64,1:1 RATIO OF A 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,,7.0,"VAPOR DIFFUSION, HANGING DROP",1:1 RATIO OF A 15 MG ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 1:1 RATIO OF A 15 MG ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000",12,250,-0.04756301495626737,0.1374320307543385,-1.0426810607542787,-1.143322481733066
8OMB,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.77,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5123336595582814,-0.45542004397001384
8OMH,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.71,SODIUM CITRATE,1.6 M,7.8,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,-0.04756301495626737,0.6831058616991232,-0.5435305655109878,-0.4634656865169504
