Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Temp_pH_interaction,Matthews_Solvent_interaction,pH_diff,Solvent_Matthews_ratio,Temp_Category,pH_Category
8OLH,"VAPOR DIFFUSION, HANGING DROP",291.0,6.999999999999998,1.93,36.13,1:1 RATIO OF 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,1.5846325329894944,6.999999999999998,2036.9999999999995,69.7309,0.0,18.720197554301787,Medium,Neutral
8OLI,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.47,SODIUM CITRATE,1.6,7.8,2269.7999999999997,83.77289999999999,0.0,19.55071519289121,Medium,Neutral
8OLK,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.85,SODIUM CITRATE,1.6,7.8,2269.7999999999997,84.968,0.0,19.639413634897288,Medium,Neutral
8OLP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,1.91,35.64,1:1 RATIO OF A 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000,1.5943826290025314,7.0,2037.0,68.0724,0.0,18.659676094410425,Medium,Neutral
8OMB,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.77,SODIUM CITRATE,1.6,7.8,2269.7999999999997,84.80160000000001,0.0,19.600952114926866,Medium,Neutral
8OMH,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.71,SODIUM CITRATE,1.6,7.8,2269.7999999999997,84.2697,0.0,19.666657165866106,Medium,Neutral
8OMN,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.8,SODIUM CITRATE,1.6,7.8,2269.7999999999997,84.86399999999999,0.0,19.615375184915774,Medium,Neutral
8OMP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.98,SODIUM CITRATE,1.6,7.8,2269.7999999999997,85.2384,0.0,19.701913604849224,Medium,Neutral
8OO8,"VAPOR DIFFUSION, SITTING DROP",294.0,6.143899193560637,2.15,42.73,"A 9 0.06 M DIVALENTS 0.1 M BUFFER SYSTEM 3 8.5 30 % V/V PRECIPITANT MIX 1

0.06 M MAGNESIUM CHLORIDE HEXAHYDRATE; 0.06 M CALCIUM CHLORIDE DIHYDRATE",1.532689527127423,6.143899193560637,1806.3063629068272,91.86949999999999,0.0,19.87440936073983,Medium,Neutral
9B8E,"VAPOR DIFFUSION, SITTING DROP",277.0,7.0,2.28,46.1,PEG 1,2.0,7.0,1939.0,105.10799999999999,0.0,20.21928937750466,Low,Neutral
8B4G,"VAPOR DIFFUSION, SITTING DROP",293.0,6.471428571428571,2.23,44.81,HEPES,0.1,7.5,1896.1285714285711,99.9263,-1.0285714285714294,20.09416139275274,Medium,Neutral
8B96,"VAPOR DIFFUSION, HANGING DROP",298.15,6.0793887401633615,2.02,39.22,NANO3,0.3,6.0793887401633615,1812.5697528797061,79.2244,0.0,19.415831972360408,High,Neutral
8B98,"VAPOR DIFFUSION, HANGING DROP",298.15,6.377105676624153,2.05,40.13,NANO3,0.3,6.377105676624153,1901.3340574854913,82.2665,0.0,19.57560020702429,High,Neutral
8OHB,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.36,47.88,HEPES,0.1,7.5,2197.5,112.9968,0.0,20.288126996556358,Medium,Neutral
8OHC,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.38,48.25,HEPES,0.1,7.5,2197.5,114.835,0.0,20.27310072558793,Medium,Neutral
8OHE,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.17,HEPES,0.1,7.5,2197.5,114.16290000000001,0.0,20.32488593886669,Medium,Neutral
8OHF,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.04,HEPES,0.1,7.5,2197.5,113.8548,0.0,20.270033641336013,Medium,Neutral
8OHG,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.1,HEPES,0.1,7.5,2197.5,113.99700000000001,0.0,20.295350086350172,Medium,Neutral
8OHH,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.42,49.09,HEPES,0.1,7.5,2197.5,118.79780000000001,0.0,20.285115584662982,Medium,Neutral
8OHJ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.38,48.23,HEPES,0.1,7.5,2197.5,114.78739999999999,0.0,20.264697367774215,Medium,Neutral
8OHK,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.01,HEPES,0.1,7.5,2197.5,113.7837,0.0,20.257375418828936,Medium,Neutral
8OHL,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.35,47.59,HEPES,0.1,7.5,2197.5,111.83650000000002,0.0,20.25105521231693,Medium,Neutral
8OHO,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.16,HEPES,0.1,7.5,2197.5,114.1392,0.0,20.320666531364328,Medium,Neutral
8OJW,"VAPOR DIFFUSION, SITTING DROP",298.0,4.0,2.34,47.54,"AMMONIUM SULFATE
0.1 M SODIUM ACETATE

-> SOAKING EXPERIMENT BY PH ADJUSTMENT TO",2.0,6.0,1192.0,111.24359999999999,-2.0,20.31623063408947,High,Acidic
8OK1,"VAPOR DIFFUSION, HANGING DROP",293.0,6.171428571428572,2.1514285714285717,43.04571428571429,HEPES,0.1,7.5,1808.2285714285715,92.60977959183676,-1.3285714285714283,20.00795882764198,Medium,Neutral
8PB3,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.45,49.8,TRIS/HCL,0.1,8.5,2354.5,122.01,0.0,20.326522315705173,Low,Basic
8PB4,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.25,45.4,TRIS/HCL,0.1,8.5,2354.5,102.14999999999999,0.0,20.177768809880526,Low,Basic
8PB5,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.25,45.4,TRIS/HCL,0.1,8.5,2354.5,102.14999999999999,0.0,20.177768809880526,Low,Basic
8PB6,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.26,45.5,TRIS/HCL,0.1,8.5,2354.5,102.82999999999998,0.0,20.132734454542277,Low,Basic
8PB7,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.26,45.5,TRIS/HCL,0.1,8.5,2354.5,102.82999999999998,0.0,20.132734454542277,Low,Basic
8Q5J,"VAPOR DIFFUSION, SITTING DROP",289.15,6.504894378225053,2.43,49.5,MAGNESIUM FORMATE DIHYDRATE,0.2,6.504894378225053,1880.890209463774,120.28500000000001,0.0,20.37036198750535,Medium,Neutral
8QXQ,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,2.27,45.78,TRIS/HCL,0.1,8.5,2354.5,103.92060000000001,0.0,20.167391996743614,Low,Basic
8RMO,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.46,50.08,TRIS 8 PH,0.1,8.0,2344.0,123.1968,0.0,20.357715301741745,Medium,Neutral
8RQP,LIPIDIC CUBIC PHASE,293.0,7.3,2.26,45.6,34-41 %(V/V) PEG400,1.4416853064506503,7.3,2138.9,103.056,0.0,20.17698222257424,Medium,Neutral
8SAF,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.08,40.83,SODIUM CITRATE,1.6,7.8,2285.4,84.9264,0.0,19.62979825490468,Medium,Neutral
8T2M,"VAPOR DIFFUSION, HANGING DROP",293.0,6.8428571428571425,2.15,42.66,SODIUM ACETATE:HCL,0.1,6.8428571428571425,2004.9571428571428,91.719,0.0,19.84185123634826,Medium,Neutral
8UOR,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.06,40.28,0.2 UL 17 MG/ML PROTEIN IN 50 MM HEPES,1.55438001119553,6.5,1904.5,82.97680000000001,0.0,19.55338856631623,Medium,Neutral
8UOU,"VAPOR DIFFUSION, SITTING DROP",293.0,8.05,1.9,35.4,0.2 UL 19 MG/ML PROTEIN IN 50 MM HEPES,1.638148316163603,8.05,2358.65,67.25999999999999,0.0,18.6315691412794,Medium,Basic
8UP9,"VAPOR DIFFUSION, SITTING DROP",293.0,6.3428571428571425,2.05,39.9,0.2 UL 16 MG/ML PROTEIN IN 50 MM HEPES,1.5632815655520922,6.3428571428571425,1858.4571428571428,81.79499999999999,0.0,19.463405139802372,Medium,Neutral
8UPC,"VAPOR DIFFUSION, SITTING DROP",293.0,7.3,2.05,39.97,0.2 UL 18 MG/ML PROTEIN IN 50 MM HEPES,1.5536876019850734,7.3,2138.9,81.93849999999999,0.0,19.497551464609042,Medium,Neutral
8USS,"VAPOR DIFFUSION, SITTING DROP",296.0,8.5,2.48,50.46,W/V PEG 8K,1.5,8.5,2516.0,125.1408,0.0,20.346765989207263,High,Basic
8VIJ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.09,38.1,PEG MME 2000,2.3000000000000003,6.5,1904.5,79.62899999999999,0.0,18.229656349446724,Medium,Neutral
8X2V,"VAPOR DIFFUSION, SITTING DROP",293.0,5.857142857142857,1.8,31.54,1 UL OF ANC4+LOOP II+P12K/N13H (6.0 MG/ML IN 10 MM SODIUM ACETATE,1.7336816094312661,5.0,1716.142857142857,56.772,0.8571428571428568,17.52221248765973,Medium,Acidic
8X2W,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.79,31.36,1 UL OF ANC4+LOOP II+P12K/N13H/S58T/N193G/Y194F/D197R (6.0 MG/ML IN 10 MM SODIUM ACETATE,1.7317559825288988,5.0,1904.5,56.1344,1.5,17.51954328517135,Medium,Neutral
8ITX,"VAPOR DIFFUSION, SITTING DROP",293.0,6.773124413257474,1.62,24.26,BUFFER = 0.1M TRIS (7.8),1.8705445083755894,6.773124413257474,1984.5254530844397,39.30120000000001,0.0,14.975299397963335,Medium,Neutral
8ITZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,1.65,25.64,BUFFER = 0.1M TRIS (7.8),1.8351722422361432,7.699999999999999,2256.1,42.306,0.0,15.53938452158514,Medium,Neutral
8K14,"VAPOR DIFFUSION, HANGING DROP",277.0,7.5,2.21,44.26,HEPES,0.1,7.5,2077.5,97.8146,0.0,20.02714025921255,Low,Neutral
8KI0,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.32,47.08,TRIS-HCL (,0.1,7.0,2051.0,109.22559999999999,0.0,20.293094701252283,Medium,Neutral
8OE3,"VAPOR DIFFUSION, SITTING DROP",291.0,5.7,1.77,30.51,2 UL 40 MM SODIUM CACODYLATE,1.7075184916119515,5.7,1658.7,54.002700000000004,0.0,17.237278397017857,Medium,Acidic
8OF3,VAPOR DIFFUSION,292.0,7.5,3.72,66.9,LISO4,1.7,7.5,2190.0,248.86800000000002,0.0,17.983866133369318,Medium,Neutral
8OGF,"VAPOR DIFFUSION, HANGING DROP",296.0,8.5,2.11,41.6,SODIUM CITRATE,1.5,8.5,2516.0,87.776,0.0,19.715630466525845,High,Basic
8OGK,"VAPOR DIFFUSION, SITTING DROP",293.0,8.05,2.36,47.94,HEPES,0.1,7.5,2358.65,113.13839999999999,0.5500000000000007,20.313550714597152,Medium,Basic
8OGM,"VAPOR DIFFUSION, SITTING DROP",293.0,7.114285714285714,2.4,48.72,HEPES,0.1,7.5,2084.485714285714,116.928,-0.3857142857142861,20.29999154167019,Medium,Neutral
8OGN,"VAPOR DIFFUSION, SITTING DROP",293.0,7.424999999999999,2.36,47.93,HEPES,0.1,7.5,2175.5249999999996,113.11479999999999,-0.07500000000000107,20.30931342825702,Medium,Neutral
8OGO,"VAPOR DIFFUSION, SITTING DROP",293.0,6.779999999999999,2.36,47.82,HEPES,0.1,7.5,1986.5399999999997,112.8552,-0.7200000000000006,20.26270327851556,Medium,Neutral
8OGP,"VAPOR DIFFUSION, SITTING DROP",293.0,6.814285714285714,2.36,47.86,HEPES,0.1,7.5,1996.5857142857142,112.94959999999999,-0.6857142857142859,20.27965242387609,Medium,Neutral
8OGQ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.36,47.88,HEPES,0.1,7.5,2197.5,112.9968,0.0,20.288126996556358,Medium,Neutral
8OGR,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.36,47.99,HEPES,0.1,7.5,2197.5,113.2564,0.0,20.33473714629782,Medium,Neutral
8OGS,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.35,47.77,HEPES,0.1,7.5,2197.5,112.25950000000002,0.0,20.327650924403862,Medium,Neutral
8OGU,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.36,47.89,HEPES,0.1,7.5,2197.5,113.0204,0.0,20.29236428289649,Medium,Neutral
8OGV,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.36,47.9,HEPES,0.1,7.5,2197.5,113.044,0.0,20.29660156923662,Medium,Neutral
8OGW,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.16,HEPES,0.1,7.5,2197.5,114.1392,0.0,20.320666531364328,Medium,Neutral
8OGY,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.15,HEPES,0.1,7.5,2197.5,114.1155,0.0,20.31644712386197,Medium,Neutral
8OGZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.18,HEPES,0.1,7.5,2197.5,114.1866,0.0,20.32910534636905,Medium,Neutral
8OH0,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.37,48.12,HEPES,0.1,7.5,2197.5,114.0444,0.0,20.303788901354892,Medium,Neutral
8OH1,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.38,48.42,HEPES,0.1,7.5,2197.5,115.2396,0.0,20.34452926700451,Medium,Neutral
8P37,"VAPOR DIFFUSION, SITTING DROP",295.0,7.819922800120985,2.13,42.14,SYNGUAB3-C222S CRYSTALS WERE GROWN IN THE PRESENCE OF IMP AND NAD+ IN MOTHER LIQUOR FROM THE CONDITION 2-48 OF THE COMMERCIAL SCREEN MORPHEUS (MOLECULAR DIMENSIONS),1.554052821279008,7.819922800120985,2306.8772260356905,89.7582,0.0,19.784028270409262,Medium,Neutral
8PAE,"VAPOR DIFFUSION, SITTING DROP",293.0,7.8,2.12,44.324285714285715,BIS TRIS,0.1,7.8,2285.4,93.96748571428571,0.0,20.907672078591336,Medium,Neutral
8QUK,"VAPOR DIFFUSION, SITTING DROP",290.0,8.5,2.64,53.47,TRIS BUFFER,0.1,8.5,2465.0,141.1608,0.0,20.253780206901435,Medium,Basic
8SVG,"VAPOR DIFFUSION, SITTING DROP",293.0,6.4,1.89,34.99,MES,0.1,6.4,1875.2,66.1311,0.0,18.513217717874227,Medium,Neutral
8SVH,"VAPOR DIFFUSION, SITTING DROP",296.0,8.499818842484789,1.89,34.94,MES,0.1,6.6,2515.9463773754974,66.03659999999999,1.8998188424847893,18.48676270541656,High,Basic
8SVI,"VAPOR DIFFUSION, SITTING DROP",296.0,8.5,1.88,34.52,MES,0.1,6.0,2516.0,64.8976,2.5,18.36169236080194,High,Basic
8TW1,MICROBATCH,295.0,5.0,1.98,37.74,LITHIUM CHLORIDE,0.2,5.0,1475.0,74.7252,0.0,19.060596434042207,Medium,Acidic
9B1Z,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.99,38.12,PEG 3350,3.3000000000000003,8.5,2473.5,75.85879999999999,0.0,19.155769268457654,Medium,Basic
9B22,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.15,42.82,PEG 4000,2.3000000000000003,8.5,2473.5,92.063,0.0,19.916269806386136,Medium,Basic
8GI6,MICROBATCH,293.15,5.7,2.04,39.68,NA ACETATE (,0.1,5.7,1670.955,80.9472,0.0,19.450970857367224,Medium,Acidic
8QDY,VAPOR DIFFUSION,293.0,8.0,2.16,43.13,8-12 % PEG 8000,1.484832365888538,8.0,2344.0,93.16080000000001,0.0,19.96758334834104,Medium,Neutral
8QDZ,VAPOR DIFFUSION,293.0,8.0,2.12,41.85,8-12 % PEG 8000,1.510286962490408,8.0,2344.0,88.72200000000001,0.0,19.740556726152487,Medium,Neutral
8QE0,VAPOR DIFFUSION,293.0,8.0,2.12,42.04,8-12 % PEG 8000,1.506515839592403,8.0,2344.0,89.12480000000001,0.0,19.830179325387107,Medium,Neutral
8QE1,VAPOR DIFFUSION,293.0,8.0,2.13,42.28,8-12 % PEG 8000,1.5017400316621483,8.0,2344.0,90.0564,0.0,19.849755939081717,Medium,Neutral
8QE2,VAPOR DIFFUSION,293.0,8.0,2.13,42.16,8-12 % PEG 8000,1.5041217934924678,8.0,2344.0,89.8008,0.0,19.79341793736247,Medium,Neutral
8QE3,VAPOR DIFFUSION,293.0,8.0,2.13,42.12,8-12 % PEG 8000,1.504915714102574,8.0,2344.0,89.7156,0.0,19.774638603456054,Medium,Neutral
8QU2,"VAPOR DIFFUSION, SITTING DROP",293.15,6.588747972773888,1.69,27.1,MORPHEUS BUFFER SYSTEM 3,0.1,9.0,1931.491468218665,45.799,-2.411252027226112,16.03549347012221,Medium,Neutral
8QU3,"VAPOR DIFFUSION, SITTING DROP",293.15,9.0,1.94,36.7,MORPHEUS BUFFER SYSTEM 3,0.1,9.0,2638.35,71.19800000000001,0.0,18.91751602189896,Medium,Basic
8QU4,"VAPOR DIFFUSION, HANGING DROP",293.15,9.0,1.64,25.3,MORPHEUS BUFFER SYSTEM 3,0.1,9.0,2638.35,41.492,0.0,15.426819861695208,Medium,Basic
8AWR,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.43,49.44,NA2SO4,0.2,7.0,2051.0,120.1392,0.0,20.34567063964171,Medium,Neutral
8GQM,"VAPOR DIFFUSION, HANGING DROP",293.0,5.785714285714286,2.17,43.23,1,2.0,5.785714285714286,1695.2142857142858,93.80909999999999,0.0,19.92164980569133,Medium,Acidic
8IMR,"VAPOR DIFFUSION, HANGING DROP",283.0,8.0,2.78,55.72,"AMMONIUM SULFATE
0.1 M TRIS-HCL (",2.0,8.0,2264.0,154.90159999999997,0.0,20.043158257856742,Medium,Neutral
8PAT,VAPOR DIFFUSION,293.15,7.197011744831822,2.76,55.42,"POTASSIUM NITRATE
20% PEG 3350",0.2,7.197011744831822,2109.8039929974484,152.95919999999998,0.0,20.079702869672875,Medium,Neutral
8PAY,"VAPOR DIFFUSION, SITTING DROP",293.15,7.3,2.77,55.57,"SODIUM FLUORIDE
20% PEG 3350",0.2,7.3,2139.995,153.9289,0.0,20.061364598785342,Medium,Neutral
8Q1V,"VAPOR DIFFUSION, HANGING DROP",291.0,6.928571428571427,3.35,63.27,20-25 % (W/V) PEG 6000,1.044825316515336,6.928571428571427,2016.2142857142853,211.95450000000002,0.0,18.886561526399543,Medium,Neutral
8QF3,"VAPOR DIFFUSION, SITTING DROP",281.0,5.5,2.11,41.79,BIS-TRIS (,0.1,5.5,1545.5,88.17689999999999,0.0,19.805677817214303,Medium,Acidic
8QF4,"VAPOR DIFFUSION, SITTING DROP",293.0,4.2,1.97,37.67,POTASSIUM PHOSPHATE CITRATE,0.1,4.2,1230.6000000000001,74.2099,0.0,19.121817704661066,Medium,Acidic
8SD1,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.11,41.71,SODIUM CITRATE,1.6,7.8,2285.4,88.0081,0.0,19.767763143240217,Medium,Neutral
8SD6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.11,41.6,SODIUM CITRATE,1.6,7.8,2285.4,87.776,0.0,19.715630466525845,Medium,Neutral
8SG0,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.89,35.38,LITHIUM SULFATE,0.2,8.5,2490.5,66.8682,0.0,18.719566815044015,Medium,Basic
8SP6,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5,2.57,47.4,PEG3350,2.5,6.5,1891.5,121.81799999999998,0.0,18.443572590049577,Medium,Neutral
8T4V,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,1.88,34.71,MES 6.5,0.1,6.5,1904.5,65.2548,0.0,18.462756136831846,Medium,Neutral
8TFU,"VAPOR DIFFUSION, HANGING DROP",293.0,7.2,2.13,42.29,SODIUM PHOSPHATE MONOBASIC MONOHYDRATE,0.48,7.2,2109.6,90.0777,0.0,19.854450772558323,Medium,Neutral
8TGC,"VAPOR DIFFUSION, HANGING DROP",298.0,8.5,2.12,41.97,AMMONIUM PHOSPHATE DIBASIC,2.4,8.5,2533.0,88.9764,0.0,19.79716047303751,High,Basic
8VCN,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.23,44.91,V/V TACSIMATE,0.4,4.0,1172.0,100.1493,0.0,20.13900442197111,Medium,Acidic
8YHF,"VAPOR DIFFUSION, SITTING DROP",293.0,7.425000000000001,1.86,34.0,K/NA PO4,0.02,7.425000000000001,2175.525,63.24,0.0,18.279560064752655,Medium,Neutral
8YHL,"VAPOR DIFFUSION, SITTING DROP",293.0,6.433333333333334,2.07,40.72,MGAC2,0.1,6.433333333333334,1884.9666666666667,84.29039999999999,0.0,19.671488081406725,Medium,Neutral
8AQR,"VAPOR DIFFUSION, HANGING DROP",293.15,9.0,2.11,41.78,BICINE (,0.1,9.0,2638.35,88.1558,0.0,19.800938482967545,Medium,Basic
8ASZ,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.11,41.81,AMACETATE,0.17,4.6,1347.8,88.2191,0.0,19.815156485707828,Medium,Acidic
8CMM,"VAPOR DIFFUSION, SITTING DROP",277.0,7.0,2.82,56.46,MGCL2 HEXAHYDRATE,0.01,7.0,1939.0,159.2172,0.0,20.021269496003725,Low,Neutral
8CMP,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,1.8,31.78,SODIUM ACETATE,0.1,7.699999999999999,2256.1,57.204,0.0,17.65554574691903,Medium,Neutral
8CMV,"VAPOR DIFFUSION, HANGING DROP",293.0,5.6,1.85,33.48,"SODIUM CITRATE TRIBASIC DIHYDRATE 1M
ISOPROPANOL 20%
PEG 4K 20%",1.6973192600600102,5.6,1640.8,61.937999999999995,0.0,18.09728751497972,Medium,Acidic
8CNC,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,3.16,61.12,NA3CITRATE,1.3,8.0,2344.0,193.1392,0.0,19.341766031086696,Medium,Neutral
8CNF,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.51,DI-AMMONIUMHYDROGEN CITRATE,0.05,5.0,1455.0,94.8518,0.0,19.958706440960345,Medium,Acidic
8CNP,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.17,43.2,DI-AMMONIUMHYDROGEN CITRATE,0.05,5.0,1455.0,93.744,0.0,19.90782492726962,Medium,Acidic
8GCK,"VAPOR DIFFUSION, HANGING DROP",298.0,6.685714285714285,2.0,34.46,CACL2,0.1,6.685714285714285,1992.342857142857,68.92,0.0,17.229991385004308,High,Neutral
8P6U,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.06,40.23,AMMONIUM SULFATE,2.9,6.5,1904.5,82.8738,0.0,19.529116733438475,Medium,Neutral
8Q0C,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.04,39.74,AMMONIUM SULFATE,2.9,7.5,2197.5,81.06960000000001,0.0,19.480382607655585,Medium,Neutral
8Q6C,BATCH MODE,277.15,4.0,2.99,58.83,SODIUM ACETATE,0.02,4.0,1108.6,175.9017,0.0,19.675578703819827,Low,Acidic
8R8X,BATCH MODE,293.0,6.8428571428571425,1.78,31.06,AMMONIUM SULFATE,3.1,6.8428571428571425,2004.9571428571428,55.2868,0.0,17.44942839919753,Medium,Neutral
8RC7,"VAPOR DIFFUSION, SITTING DROP",290.8465227698083,6.165979380475572,1.78,30.93,UREA,1.6914929576607074,6.165979380475572,1793.3536622816569,55.0554,0.0,17.37639473236251,Medium,Neutral
8RU5,"VAPOR DIFFUSION, SITTING DROP",293.0,6.8428571428571425,2.37,48.17,"PEG6000
10% ETHYLENE GLYCOL
0.1M TRIS",2.0,7.5,2004.9571428571428,114.16290000000001,-0.6571428571428575,20.32488593886669,Medium,Neutral
8RYS,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,3.29,62.56,TRIS,0.1,8.5,2490.5,205.82240000000002,0.0,19.015191788695503,Medium,Basic
8S1K,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.05,40.01,PROTEIN IN 25MM TRIS/HCL,1.555465273203116,7.5,2051.0,82.02049999999998,-0.5,19.517063650212854,Medium,Neutral
8TJG,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,1.77,30.63,AMMONIUM ACETATE,0.2,5.5,1622.5,54.2151,0.0,17.3050749688842,Medium,Acidic
8UPW,"VAPOR DIFFUSION, HANGING DROP",277.0,8.285714285714286,2.32,47.0,TRIS,0.1,9.0,2295.1428571428573,109.03999999999999,-0.7142857142857135,20.258611957494846,Low,Basic
8UTE,"VAPOR DIFFUSION, HANGING DROP",277.0,7.857142857142858,2.73,54.86,SODIUM CACODYLATE,0.1,6.0,2176.4285714285716,149.7678,1.8571428571428577,20.095230734347716,Low,Neutral
8VB1,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.62,53.08,"AMMONIUM ACETATE
100MM MES",2.25,6.5,1904.5,139.0696,0.0,20.259534252086162,Medium,Neutral
8YCM,"VAPOR DIFFUSION, HANGING DROP",289.0,7.375499476326067,2.7,54.4,BIS-TRIS,0.1,6.3,2131.5193486582334,146.88,1.0754994763260672,20.148140685873816,Medium,Neutral
8YE5,EVAPORATION,293.0,7.8,2.08,40.83,POTASSIUM PHOSPHATE,0.2,7.8,2285.4,84.9264,0.0,19.62979825490468,Medium,Neutral
8CKR,VAPOR DIFFUSION,292.0,7.5,2.501428571428572,41.74571428571428,"CACL2
100 MM HEPES
30% MPD",0.02,7.5,2190.0,104.42392244897958,0.0,16.688742614437555,Medium,Neutral
8IS2,LIQUID DIFFUSION,293.15,8.1,2.04,39.78,HEPES,0.25,8.1,2374.515,81.1512,0.0,19.499990441181154,Medium,Basic
8KDX,"VAPOR DIFFUSION, HANGING DROP",293.15,8.5,2.59,52.5,SODIUM CITRATE TRIBASIC DEHYDRATED,1.2,8.5,2491.7749999999996,135.975,0.0,20.270262443914113,Medium,Basic
8OZ1,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.2,44.02,ENZYME IN 50 MM NAPI,10.0,7.0,1172.0,96.84400000000001,-3.0,20.00908181405372,Medium,Acidic
8QAO,"VAPOR DIFFUSION, SITTING DROP",298.15,7.085030895797383,2.32,47.05,W/V PEG 4000,2.8000000000000003,7.085030895797383,2112.4019615819893,109.15599999999999,0.0,20.280163672343242,High,Neutral
8QZD,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.96,37.18,PEG SMEAR HIGH,2.5,7.0,2051.0,72.8728,0.0,18.96937807684792,Medium,Neutral
8RI3,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.31,46.83,7-14% (V/V) 2-METHYL-2,1.4240684045501935,6.5,1904.5,108.1773,0.0,20.27271849665866,Medium,Neutral
8TXF,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,2.04,39.64,TRIS (,0.1,7.5,2226.7999999999997,80.8656,0.09999999999999964,19.431363023841655,Medium,Neutral
8XAM,"VAPOR DIFFUSION, HANGING DROP",297.0,5.801906022285481,2.22,44.68,LICL,0.2,5.801906022285481,1723.1660886187879,99.18960000000001,0.0,20.126117060307628,High,Acidic
7FTJ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.98,37.72,10-12 MG/ML PROTEIN IN 25 MM TRIS/HCL,1.601003218019022,7.5,2051.0,74.6856,-0.5,19.050495429042712,Medium,Neutral
